,Company,Source,Author,Title,URL,Publish_Date
178,APA Corporation,Yahoo Entertainment,Rovio Entertainment Corp.,Rovio Entertainment Corp.: Notice to the Annual General Meeting of Rovio Entertainment Corporation,https://finance.yahoo.com/news/rovio-entertainment-corp-notice-annual-130000804.html,2023-03-10T13:00:00Z
179,APA Corporation,Marketscreener.com,MarketScreener,Rovio Entertainment Corp.: Notice to the Annual General Meeting of Rovio Entertainment Corporation,https://www.marketscreener.com/quote/stock/ROVIO-ENTERTAINMENT-OYJ-37980118/news/Rovio-Entertainment-Corp-Notice-to-the-Annual-General-Meeting-of-Rovio-Entertainment-Corporation-43213413/?utm_medium=RSS&utm_content=20230310,2023-03-10T13:01:01Z
180,APA Corporation,GlobeNewswire,Rovio Entertainment Corporation,Rovio Entertainment Corp.: Notice to the Annual General Meeting of Rovio Entertainment Corporation,https://www.globenewswire.com/news-release/2023/03/10/2624891/0/en/Rovio-Entertainment-Corp-Notice-to-the-Annual-General-Meeting-of-Rovio-Entertainment-Corporation.html,2023-03-10T13:00:00Z
181,APA Corporation,Investing.com,Investing.com,Stock market today: Dow slides as Credit Suisse slump keeps banks in firing line,https://www.investing.com/news/stock-market-news/stock-market-today-dow-slides-as-credit-suisse-slump-keeps-banks-in-firing-line-3031614,2023-03-15T20:26:39Z
182,APA Corporation,Marketscreener.com,MarketScreener,GBT Technologies : Material Agreement - Form 8-K,https://www.marketscreener.com/quote/stock/GBT-TECHNOLOGIES-INC-128645084/news/GBT-Technologies-Material-Agreement-Form-8-K-43248416/?utm_medium=RSS&utm_content=20230315,2023-03-15T10:30:09Z
183,Apple Inc.,Yahoo Entertainment,Mark Gurman,Apple Delays Bonuses for Some and Limits Hiring in Latest Cost-Cutting Effort,https://finance.yahoo.com/news/apple-delays-bonuses-limits-hiring-175330198.html,2023-03-14T17:53:30Z
184,Apple Inc.,Jalopnik,Adam Ismail,Rivian Really Hoped Amazon Would Buy More of Its Vans,https://jalopnik.com/rivian-really-hoped-amazon-would-buy-more-of-its-vans-1850218468,2023-03-13T15:30:00Z
185,Apple Inc.,Yahoo Entertainment,Reuters,Apple shareholders reject proposals from conservative groups,https://finance.yahoo.com/news/apple-shareholders-reject-proposals-conservative-172700809.html,2023-03-10T17:27:00Z
186,Apple Inc.,Yahoo Entertainment,Subrat Patnaik,Apple Gets Its Mojo Back After a Shaky Start to 2023,https://finance.yahoo.com/news/apple-gets-mojo-back-shaky-143855096.html,2023-03-10T14:38:55Z
187,Apple Inc.,Yahoo Entertainment,William Dahl,You'll Never Guess the Top-Performing Stock of the Last 20 Years,https://finance.yahoo.com/news/youll-never-guess-top-performing-173152489.html,2023-03-14T17:31:52Z
188,Applied Materials,Motley Fool,newsfeedback@fool.com (Nicholas Rossolillo),"Applied Materials Announces New Machines to Complement ASML's EUV, and the Market Totally Missed the Point",https://www.fool.com/investing/2023/03/13/applied-materials-announces-new-machines-to-comple/,2023-03-13T09:53:00Z
189,Applied Materials,Motley Fool,newsfeedback@fool.com (James Brumley),2 Growth Stocks to Hold for the Next 10 Years,https://www.fool.com/investing/2023/03/15/2-growth-stocks-to-hold-for-the-next-10-years/,2023-03-15T11:17:00Z
190,Applied Materials,CNA,,Applied Materials announces $10 billion share repurchase,https://www.channelnewsasia.com/business/applied-materials-announces-10-billion-share-repurchase-3343456,2023-03-13T11:39:05Z
191,Applied Materials,Forbes,"Jaime Raskulinecz, Forbes Councils Member, 
 Jaime Raskulinecz, Forbes Councils Member
 https://www.forbes.com/sites/forbesfinancecouncil/people/jaimeraskulinecz1/",Why You Need To Understand IRA Prohibited Transactions,https://www.forbes.com/sites/forbesfinancecouncil/2023/03/14/why-you-need-to-understand-ira-prohibited-transactions/,2023-03-14T11:45:00Z
192,Applied Materials,HuffPost,Griffin Wynne,22 Convenient Products For Anyone Who’s Constantly Jet-Setting,https://www.huffpost.com/entry/products-for-frequent-travelers_l_640f32f6e4b0a3902d2c0dc0,2023-03-15T12:31:06Z
193,Aptiv,Marketscreener.com,MarketScreener,Aptiv Named A World's Most Ethical Company For 11th Consecutive Year,https://www.marketscreener.com/quote/stock/APTIV-PLC-9428309/news/Aptiv-Named-A-World-s-Most-Ethical-Company-For-11th-Consecutive-Year-43228967/?utm_medium=RSS&utm_content=20230313,2023-03-13T10:46:03Z
194,Aptiv,Yahoo Entertainment,Contrive Datum Insights Pvt Ltd,"Airbag Market is Expected to Grow at a CAGR of 5.7%, Reaching a Valuation of US$ 47.0 Billion from 2023-2030, Data By Contrive Datum Insights",https://finance.yahoo.com/news/airbag-market-expected-grow-cagr-211200236.html,2023-03-14T21:12:00Z
195,Aptiv,Marketscreener.com,MarketScreener,Lattice Semiconductor Appoints Elizabeth Schwarting to Board of Directors,https://www.marketscreener.com/quote/stock/LATTICE-SEMICONDUCTOR-COR-9914/news/Lattice-Semiconductor-Appoints-Elizabeth-Schwarting-to-Board-of-Directors-43240488/?utm_medium=RSS&utm_content=20230314,2023-03-14T12:31:02Z
196,Aptiv,GlobeNewswire,Contrive Datum Insights Pvt Ltd,"Airbag Market is Expected to Grow at a CAGR of 5.7%, Reaching a Valuation of US$ 47.0 Billion from 2023-2030, Data By Contrive Datum Insights",https://www.globenewswire.com/news-release/2023/03/14/2627251/0/en/Airbag-Market-is-Expected-to-Grow-at-a-CAGR-of-5-7-Reaching-a-Valuation-of-US-47-0-Billion-from-2023-2030-Data-By-Contrive-Datum-Insights.html,2023-03-14T21:12:00Z
197,Arch Capital Group,The Guardian,Julia Kollewe,"Old walls, new life? Britain’s builders embrace the retrofit revolution",https://www.theguardian.com/business/2023/mar/11/old-walls-new-life-britains-builders-embrace-the-retrofit-revolution,2023-03-11T16:00:23Z
198,Arch Capital Group,NerdWallet,Steven Porrello,10 ETFs With the Highest Exposure to Silicon Valley Bank,https://www.nerdwallet.com/article/investing/10-etfs-with-the-highest-exposure-to-silicon-valley-bank#article,2023-03-10T23:37:51Z
199,Arch Capital Group,Hospitality Net,"Daniel P. McCoy, Benjamin Giebler",The St. Louis Lodging Market’s Enduring Recovery,https://www.hospitalitynet.org/opinion/4115420.html,2023-03-15T07:55:00Z
200,Arista Networks,24/7 Wall St.,Lee Jackson,"Monday’s Top Analyst Upgrades and Downgrades: Caterpillar, Charles Schwab, Chewy, Gap, GE, Marathon Petroleum, Marvell Technology, Roblox, SunPower and More",https://247wallst.com/investing/2023/03/13/monday-upgrades-downgrades-arista-networks-ballard-power-systems-caterpillar-charles-schwab-chewy-gap-general-electric-keycorp-marathon-petroleum-marvell-technology-roblox-sunpower-sunrun/,2023-03-13T12:54:50Z
201,Arista Networks,Yahoo Entertainment,PR Newswire,The Brazilian Data Center Industry is Expected to Reach $4.43 Billion by 2028 at a CAGR of 8.26%,https://finance.yahoo.com/news/brazilian-data-center-industry-expected-184500545.html,2023-03-15T18:45:00Z
202,Arista Networks,GlobeNewswire,Research and Markets,Insights on the Data Center Market in Brazil to 2028: Increase in the Deployment of Edge Data Centers Across the Country to Reduce Latency and Provide Last-Mile Connectivity,https://www.globenewswire.com/news-release/2023/03/15/2627695/28124/en/Insights-on-the-Data-Center-Market-in-Brazil-to-2028-Increase-in-the-Deployment-of-Edge-Data-Centers-Across-the-Country-to-Reduce-Latency-and-Provide-Last-Mile-Connectivity.html,2023-03-15T12:38:00Z
203,Arista Networks,MarketWatch,MarketWatch Automation,"Company Close Updates: Arista Networks Inc. stock rises Tuesday, outperforms market",https://www.marketwatch.com/data-news/arista-networks-inc-stock-rises-tuesday-outperforms-market-4309f8d7-59818b99977c,2023-03-14T20:37:45Z
204,Arista Networks,PRNewswire,,The Brazilian Data Center Industry is Expected to Reach $4.43 Billion by 2028 at a CAGR of 8.26%,https://www.prnewswire.com/news-releases/the-brazilian-data-center-industry-is-expected-to-reach-4-43-billion-by-2028-at-a-cagr-of-8-26-301772992.html,2023-03-15T18:45:00Z
205,Arthur J. Gallagher & Co.,Marketscreener.com,MarketScreener,Arthur J. Gallagher & Co. Acquires FE Protect,https://www.marketscreener.com/quote/stock/ARTHUR-J-GALLAGHER-CO-11601/news/Arthur-J-Gallagher-Co-Acquires-FE-Protect-43248424/?utm_medium=RSS&utm_content=20230315,2023-03-15T10:31:03Z
206,Assurant,Marketscreener.com,MarketScreener,Assurant Appoints Rajiv Basu to Its Board of Directors,https://www.marketscreener.com/quote/stock/ASSURANT-INC-11600/news/Assurant-Appoints-Rajiv-Basu-to-Its-Board-of-Directors-43233975/?utm_medium=RSS&utm_content=20230313,2023-03-13T20:22:02Z
207,Assurant,CNET,Mike Sorrentino,Is AppleCare Plus a Better Deal Than Phone Insurance? We Do the Math,https://www.cnet.com/tech/mobile/is-applecare-plus-a-better-deal-than-phone-insurance-we-do-the-math/,2023-03-14T20:39:13Z
208,Assurant,CNET,Mike Sorrentino,Should You Buy AppleCare Plus or Get Phone Insurance? We Do the Math,https://www.cnet.com/tech/mobile/should-you-buy-applecare-plus-or-get-phone-insurance-we-do-the-math/,2023-03-13T12:00:10Z
209,AT&T,Business Insider,insider@insider.com (Carla Mozée),"Sell any rally in the stock market as fallout from Silicon Valley Bank's failure isn't over after government intervention, Morgan Stanley's chief stock strategist says",https://markets.businessinsider.com/news/stocks/silicon-valley-bank-svb-stock-market-morgan-stanley-sell-rallies-2023-3,2023-03-13T19:20:03Z
210,AT&T,Business Insider,kduffy@insider.com (Kate Duffy),"Sellers on eBay are trying to auction off Silicon Valley Bank-branded merch, including a cardboard box for $201 and a wine cooler for $42",https://www.businessinsider.com/silicon-valley-bank-branded-merch-ebay-box-wine-cooler-hat-2023-3,2023-03-13T12:07:02Z
211,AT&T,Business Insider,rhogg@insider.com (Ryan Hogg),"Paul Krugman says Silicon Valley Bank could've been called the 'Schmoozing and Vibes Bank,' but it's probably not another 'Lehman moment'",https://www.businessinsider.com/paul-krugman-svb-shmoozing-vibes-bank-not-new-lehman-moment-2023-3,2023-03-11T14:00:00Z
212,AT&T,Autoblog,Jonathon Ramsey,"2023 Dodge Charger, Challenger lineups get discounts, small increases",https://www.autoblog.com/2023/03/13/2023-dodge-charger-challenger-discounts-price-increases/,2023-03-13T14:11:00Z
213,AT&T,Motley Fool,"newsfeedback@fool.com (Parkev Tatevosian, CFA)",Best Dividend Stock to Buy: Verizon vs. Ford vs. Intel vs. AT&T,https://www.fool.com/investing/2023/03/16/best-dividend-stock-to-buy-verizon-vs-ford-vs-inte/,2023-03-16T12:00:00Z
214,Atmos Energy,Hacker News,Y Combinator,Urgent: Sign the petition now: Thousands of startups and hundreds of thousands of startup jobs are at risk,https://www.ycombinator.com/blog/urgent-sign-the-petition-now-thousands-of-startups-and-hundreds-of-thousands-of-startup-jobs-are-at-risk/,2023-03-11T23:00:07Z
215,Autodesk,Motley Fool,newsfeedback@fool.com (Jose Najarro),Unity Software vs. Autodesk -- Which 3D Metaverse Stock Is a Better Buy?,https://www.fool.com/investing/2023/03/16/unity-software-vs-autodesk-which-3d-metaverse-stoc/,2023-03-16T13:28:58Z
216,Autodesk,Motley Fool,newsfeedback@fool.com (Brett Schafer),These 3 Tech Stocks Are Building the Future,https://www.fool.com/investing/2023/03/11/these-3-tech-stocks-are-building-the-future/,2023-03-11T14:23:00Z
217,Autodesk,Marketscreener.com,MarketScreener,Matterport Expands Platform Integrations with Autodesk Construction Cloud to Transform Complex and Costly Site Review Processes For Construction Sector,https://www.marketscreener.com/quote/stock/MATTERPORT-INC-125137762/news/Matterport-Expands-Platform-Integrations-with-Autodesk-Construction-Cloud-to-Transform-Complex-and-C-43240908/?utm_medium=RSS&utm_content=20230314,2023-03-14T13:01:04Z
218,Autodesk,Marketscreener.com,MarketScreener,Matterport Expands Platform Integrations with Autodesk Construction Cloud to Transform Complex and Costly Site Review Processes For Construction Sector,https://www.marketscreener.com/quote/stock/MATTERPORT-INC-125137762/news/Matterport-Expands-Platform-Integrations-with-Autodesk-Construction-Cloud-to-Transform-Complex-and-C-43240903/?utm_medium=RSS&utm_content=20230314,2023-03-14T13:01:03Z
219,Autodesk,Yahoo Entertainment,Contrive Datum Insights Pvt Ltd,"3D Printing Market Is Expected To Reach USD 34.8 Billion by 2030, Grow at a CAGR Of 23.3% during Forecast Period 2023 To 2030 | Data By Contrive Datum Insights Pvt Ltd.",https://finance.yahoo.com/news/3d-printing-market-expected-reach-000000945.html,2023-03-16T00:00:00Z
220,AutoZone,Forbes,"William Baldwin, Senior Contributor, 
 William Baldwin, Senior Contributor
 https://www.forbes.com/sites/baldwin/",What Makes Alphabet A Value Stock?,https://www.forbes.com/sites/baldwin/2023/03/13/tech-stock-friendly-value-investing/,2023-03-13T10:30:00Z
221,AutoZone,Biztoc.com,entrepreneur.com,3 Powerhouse Stocks to Buy in 2023,https://biztoc.com/x/1c7a8e1068db0f78,2023-03-10T14:02:06Z
222,AutoZone,MarketWatch,MarketWatch Automation,Company Close Updates: AutoZone Inc. stock outperforms market despite losses on the day,https://www.marketwatch.com/data-news/autozone-inc-stock-outperforms-market-despite-losses-on-the-day-9607acb1-f71a3e6a5966,2023-03-10T21:38:00Z
223,AutoZone,MarketWatch,MarketWatch Automation,"Company Close Updates: AutoZone Inc. stock falls Wednesday, still outperforms market",https://www.marketwatch.com/data-news/autozone-inc-stock-falls-wednesday-still-outperforms-market-e66d583e-47f9debc3225,2023-03-15T20:39:43Z
224,AvalonBay Communities,Motley Fool,newsfeedback@fool.com (Matthew DiLallo),Top REIT Mutual Funds,https://www.fool.com/investing/stock-market/market-sectors/real-estate-investing/reit/reit-mutual-funds/,2023-03-10T16:44:35Z
225,AvalonBay Communities,Yahoo Entertainment,Ethan Roberts,Analysts Just Gave These REITs Strong Upside Price Bumps,https://finance.yahoo.com/news/analysts-just-gave-reits-strong-141408394.html,2023-03-15T14:14:08Z
226,AvalonBay Communities,MarketWatch,MarketWatch Automation,Company Close Updates: Avalonbay Communities Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/data-news/avalonbay-communities-inc-stock-underperforms-wednesday-when-compared-to-competitors-14628181-231a66a85868,2023-03-15T20:39:43Z
227,AvalonBay Communities,MarketWatch,MarketWatch Automation,Company Close Updates: Mid-America Apartment Communities Inc. stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/data-news/mid-america-apartment-communities-inc-stock-underperforms-tuesday-when-compared-to-competitors-6745d751-db194a48443f,2023-03-14T21:09:10Z
228,AvalonBay Communities,MarketWatch,MarketWatch Automation,"Company Close Updates: Equity Residential stock falls Friday, underperforms market",https://www.marketwatch.com/data-news/equity-residential-stock-falls-friday-underperforms-market-4d8a0aff-0fdbfcfaf580,2023-03-10T21:52:00Z
229,Avery Dennison,MarketWatch,MarketWatch Automation,"Company Close Updates: Avery Dennison Corp. stock falls Wednesday, underperforms market",https://www.marketwatch.com/data-news/avery-dennison-corp-stock-falls-wednesday-underperforms-market-3de88600-c866171d19b0,2023-03-15T20:39:43Z
230,Baker Hughes,Motley Fool,newsfeedback@fool.com (Justin Pope),3 Red Flags for C3.ai's Future,https://www.fool.com/investing/2023/03/13/3-red-flags-for-c3ais-future/,2023-03-13T10:50:00Z
231,Baker Hughes,Investor's Business Daily,Investor's Business Daily,"Chevron, Exxon Mobil Falter As Oil Prices Skid To 15-Month Lows",https://www.investors.com/news/chevron-exxon-mobil-falter-as-oil-prices-hit-15-month-lows/,2023-03-15T18:28:27Z
232,Baker Hughes,Marketscreener.com,MarketScreener,U.S. oil & gas rig count falls for fourth week in a row - Baker Hughes,https://www.marketscreener.com/quote/stock/BAKER-HUGHES-COMPANY-40311111/news/U-S-oil-gas-rig-count-falls-for-fourth-week-in-a-row-Baker-Hughes-43216013/?utm_medium=RSS&utm_content=20230310,2023-03-10T18:02:22Z
233,Baker Hughes,Marketscreener.com,MarketScreener,Wave of new LNG export plants threatens to knock gas prices,https://www.marketscreener.com/quote/stock/BAKER-HUGHES-COMPANY-40311111/news/Wave-of-new-LNG-export-plants-threatens-to-knock-gas-prices-43244075/?utm_medium=RSS&utm_content=20230314,2023-03-14T19:45:50Z
234,Baker Hughes,Marketscreener.com,MarketScreener,Kimberly Ross and Mary Winston Join Northrop Grumman Board of Directors,https://www.marketscreener.com/quote/stock/NORTHROP-GRUMMAN-CORPORAT-13763/news/Kimberly-Ross-and-Mary-Winston-Join-Northrop-Grumman-Board-of-Directors-43255683/?utm_medium=RSS&utm_content=20230315,2023-03-15T20:17:01Z
235,Ball Corporation,CNN,Nicole Goodkind,From Wile E. Coyote to edibles: Recession forecasts are getting weird,https://www.cnn.com/2023/03/13/investing/premarket-stocks-trading/index.html,2023-03-13T11:44:29Z
236,Ball Corporation,The Guardian,Merlisa Lawrence Corbett,Why are there so few Black team owners in US professional sports?,https://www.theguardian.com/business/2023/mar/14/us-black-owners-professional-sports-teams,2023-03-14T10:00:43Z
237,Ball Corporation,Yahoo Entertainment,Insider Monkey Transcripts,Energous Corporation (NASDAQ:WATT) Q4 2022 Earnings Call Transcript,https://finance.yahoo.com/news/energous-corporation-nasdaq-watt-q4-060005835.html,2023-03-13T06:00:05Z
238,Ball Corporation,Marketscreener.com,MarketScreener,Ball Corporation Board Elects Fisher as Chairman,https://www.marketscreener.com/quote/stock/BALL-CORPORATION-40311104/news/Ball-Corporation-Board-Elects-Fisher-as-Chairman-43216690/?utm_medium=RSS&utm_content=20230310,2023-03-10T21:15:02Z
239,Ball Corporation,Marketscreener.com,MarketScreener,CD&R Appoints Former Ball Corporation Chairman and CEO John Hayes as Operating Advisor,https://www.marketscreener.com/quote/stock/BALL-CORPORATION-40311104/news/CD-R-Appoints-Former-Ball-Corporation-Chairman-and-CEO-John-Hayes-as-Operating-Advisor-43260203/?utm_medium=RSS&utm_content=20230316,2023-03-16T11:01:08Z
240,Bank of America,Business Insider,gglover@insider.com (George Glover),Silicon Valley Bank crisis: Everything you need to know about SVB Financial as its share collapse rattles major stocks,https://markets.businessinsider.com/news/stocks/svb-silicon-valley-bank-collapse-jpmorgan-morgan-stanley-bank-stocks-2023-3,2023-03-10T13:04:27Z
241,Bank of America,CNN,"Julia Horowitz, Anna Cooban",Analysis: Silicon Valley Bank collapse has echoes of 2008. Here's why things are different this time,https://www.cnn.com/2023/03/10/investing/svb-banking-crisis-what-next/index.html,2023-03-10T18:25:04Z
242,Bank of America,Business Insider,fdemott@insider.com (Filip De Mott),Bank of America soaks up over $15 billion in new deposits as SVB panic sends money flooding into 'too big to fail' lenders,https://markets.businessinsider.com/news/stocks/bank-of-america-deposits-svb-too-big-to-fail-jpmorgan-2023-3,2023-03-15T14:46:46Z
243,Bank of America,Business Insider,insider@insider.com (Carla Mozée),Bank stocks are continuing to plunge amid SVB fallout and Biden declaring investors won't be protected,https://markets.businessinsider.com/news/stocks/svb-collapse-first-republic-western-alliance-zions-pacwest-biden-investors-2023-3,2023-03-13T16:16:31Z
244,Bank of America,Business Insider,prosen@insider.com (Phil Rosen),Larry Summers says Silicon Valley Bank doesn't present systemic risk as long as it's handled reasonably,https://markets.businessinsider.com/news/stocks/larry-summers-treasury-silicon-valley-bank-crisis-systemic-risk-finance-2023-3,2023-03-10T16:40:48Z
245,"Bath & Body Works, Inc.",Dansdeals.com,JJ,The Best Credit Card Duo Of All Time? Earn 7.5% Back At Dozens Of Stores And More Awesome Benefits!,https://www.dansdeals.com/credit-cards/best-credit-card-duo-time-earn-7-5-back-dozens-stores-awesome-benefits/,2023-03-15T16:45:03Z
246,"Bath & Body Works, Inc.",MarketWatch,MarketWatch Automation,"Company Close Updates: Bath & Body Works Inc. stock falls Friday, underperforms market",https://www.marketwatch.com/data-news/bath-body-works-inc-stock-falls-friday-underperforms-market-5cae1fbd-2034792673bf,2023-03-10T21:39:00Z
247,"Bath & Body Works, Inc.",MarketWatch,MarketWatch Automation,Company Close Updates: PVH Corp. stock outperforms competitors on strong trading day,https://www.marketwatch.com/data-news/pvh-corp-stock-outperforms-competitors-on-strong-trading-day-f91dc483-1079d0d4e455,2023-03-14T21:20:39Z
248,Baxter International,Yahoo Entertainment,Omer Farooq,14 Best Falling Stocks To Buy Now,https://finance.yahoo.com/news/14-best-falling-stocks-buy-032714753.html,2023-03-16T03:27:14Z
249,Baxter International,Marketscreener.com,MarketScreener,PAVmed : 10-K Filing FY 2022,https://www.marketscreener.com/quote/stock/PAVMED-INC-30353188/news/PAVmed-10-K-Filing-FY-2022-43240376/?utm_medium=RSS&utm_content=20230314,2023-03-14T12:16:10Z
250,Baxter International,MarketWatch,MarketWatch Automation,Company Close Updates: Baxter International Inc. stock underperforms Friday when compared to competitors,https://www.marketwatch.com/data-news/baxter-international-inc-stock-underperforms-friday-when-compared-to-competitors-2626b75e-2ebab2f9ce34,2023-03-10T21:39:00Z
251,Becton Dickinson,Yahoo Entertainment,Simply Wall St,"Insiders are probably glad they sold their shares in Becton, Dickinson and Company (NYSE:BDX) after 3.2% drop",https://finance.yahoo.com/news/insiders-probably-glad-sold-shares-140030464.html,2023-03-11T14:00:30Z
252,Becton Dickinson,Marketscreener.com,MarketScreener,Becton Dickinson and : Material Agreement - Form 8-K,https://www.marketscreener.com/quote/stock/BECTON-DICKINSON-AND-COM-11801/news/Becton-Dickinson-and-Material-Agreement-Form-8-K-43210815/?utm_medium=RSS&utm_content=20230310,2023-03-10T11:15:30Z
253,Becton Dickinson,Marketscreener.com,MarketScreener,BD Receives FDA 510(k) Clearance for First-of-Its-Kind High-Throughput Diagnostic Test for Infectious Vaginitis,https://www.marketscreener.com/quote/stock/BECTON-DICKINSON-AND-COM-11801/news/BD-Receives-FDA-510-k-Clearance-for-First-of-Its-Kind-High-Throughput-Diagnostic-Test-for-Infectiou-43260112/?utm_medium=RSS&utm_content=20230316,2023-03-16T10:51:04Z
254,Becton Dickinson,Yahoo Entertainment,"Yield10 Bioscience, Inc.",Yield10 Bioscience Announces Fourth Quarter and Full Year 2022 Financial Results,https://finance.yahoo.com/news/yield10-bioscience-announces-fourth-quarter-200200847.html,2023-03-14T20:02:00Z
255,Becton Dickinson,Marketscreener.com,MarketScreener,Accelerate Diagnostics announces departure of CFO Steve Reichling and appointment of David Patience as replacement,https://www.marketscreener.com/quote/stock/ACCELERATE-DIAGNOSTICS-I-12239209/news/Accelerate-Diagnostics-announces-departure-of-CFO-Steve-Reichling-and-appointment-of-David-Patience-43245656/?utm_medium=RSS&utm_content=20230315,2023-03-15T00:34:03Z
256,Berkley,Motley Fool,newsfeedback@fool.com (Motley Fool Transcribing),BJ's Wholesale Club (BJ) Q4 2022 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2023/03/09/bjs-wholesale-club-bj-q4-2022-earnings-call-transc/,2023-03-10T02:00:39Z
257,Berkley,Daily Mail,Kenzi Devine,Sir Michael Caine and his wife Shakira enjoy a celebration with pals ahead of his 90th birthday,https://www.dailymail.co.uk/tvshowbiz/article-11843547/Sir-Michael-Caine-wife-Shakira-enjoy-celebration-pals-ahead-90th-birthday.html,2023-03-10T08:39:45Z
258,Berkshire Hathaway,Business Insider,tmohamed@insider.com (Theron Mohamed),What banking crisis? Warren Buffett's Berkshire Hathaway spends close to $500 million on Occidental stock in 3 days,https://markets.businessinsider.com/news/stocks/warren-buffett-berkshire-hathaway-banking-crisis-occidental-petroleum-energy-stocks-2023-3,2023-03-16T10:05:20Z
259,Berkshire Hathaway,Motley Fool,newsfeedback@fool.com (Keith Speights),This Warren Buffett Dividend Stock Even Grabbed Elon Musk's Attention,https://www.fool.com/investing/2023/03/14/warren-buffett-dividend-stock-elon-musk/,2023-03-14T09:52:00Z
260,Berkshire Hathaway,Motley Fool,newsfeedback@fool.com (Kody Kester),Should Growth Investors Buy This Warren Buffett Stock?,https://www.fool.com/investing/2023/03/13/should-growth-investors-buy-this-buffett-stock/,2023-03-13T12:50:00Z
261,Berkshire Hathaway,Motley Fool,newsfeedback@fool.com (Jennifer Saibil),You Won't Believe How Much More Warren Buffett Has Made Than the Market Since 1965,https://www.fool.com/investing/2023/03/14/you-wont-believe-how-much-more-warren-buffett-has/,2023-03-14T10:00:00Z
262,Berkshire Hathaway,Motley Fool,newsfeedback@fool.com (Adria Cimino),Should You Really Buy Stocks Right Now? Here's What Warren Buffett Says.,https://www.fool.com/investing/2023/03/12/should-you-buy-stocks-heres-what-buffett-says/,2023-03-12T09:30:00Z
263,Best Buy,Wired,Eric Ravenscraft,"13 Best Deals: Desks, Monitors, Headphones",https://www.wired.com/story/weekend-deals-march-11-2023/,2023-03-11T12:00:00Z
264,Best Buy,The Guardian,Steve Rose,Pssst! Wanna buy an Oscar? The mysterious case of the missing Academy Awards,https://www.theguardian.com/film/2023/mar/15/pssst-wanna-buy-an-oscar-the-mysterious-case-of-the-missing-academy-awards,2023-03-15T10:00:06Z
265,Best Buy,Business Insider,tmohamed@insider.com (Theron Mohamed),What banking crisis? Warren Buffett's Berkshire Hathaway spends close to $500 million on Occidental stock in 3 days,https://markets.businessinsider.com/news/stocks/warren-buffett-berkshire-hathaway-banking-crisis-occidental-petroleum-energy-stocks-2023-3,2023-03-16T10:05:20Z
266,Best Buy,Business Insider,tmohamed@insider.com (Theron Mohamed),"Marc Benioff praises Elon Musk's vision, bemoans not buying Twitter, and rings the recession alarm in a new interview. Here are the Salesforce CEO's 9 best quotes.",https://markets.businessinsider.com/news/stocks/marc-benioff-salesforce-elon-musk-tesla-twitter-recession-ai-chatgpt-2023-3,2023-03-10T10:00:00Z
267,Best Buy,HuffPost,Julie Kendrick,Professional Thrifters Share The Secrets To Finding The Best Items,https://www.huffpost.com/entry/how-to-find-the-best-thrift-items_l_64060697e4b0e45e2f8fc85c,2023-03-16T09:45:02Z
268,Bio-Rad,Nature.com,"Olivia Goethals, Suzanne J. F. Kaptein, Bart Kesteleyn, Jean-François Bonfanti, Liesbeth Van Wesenbeeck, Dorothée Bardiot, Ernst J. Verschoor, Babs E. Verstrepen, Zahra Fagrouch, J. Robert Putnak, Dominik Kiemel, Oliver Ackaert, Roel Straetemans, Sophie Lachau-Durand, Peggy Geluykens, Marjolein Crabbe, Kim Thys, Bart Stoops, Oliver Lenz, Lotke Tambuyzer, Sandra De Meyer, Kai Dallmeier, Michael K. McCracken, Gregory D. Gromowski, Wiriya Rutvisuttinunt, Richard G. Jarman, Nicos Karasavvas, Franck Touret, Gilles Querat, Xavier de Lamballerie, Laurent Chatel-Chaix, Gregg N. Milligan, David W. C. Beasley, Nigel Bourne, Alan D. T. Barrett, Arnaud Marchand, Tim H. M. Jonckers, Pierre Raboisson, Kenny Simmen, Patrick Chaltin, Ralf Bartenschlager, Willy M. Bogers, Johan Neyts, Marnix Van Loock",Blocking NS3–NS4B interaction inhibits dengue virus in non-human primates,https://www.nature.com/articles/s41586-023-05790-6,2023-03-15T00:00:00Z
269,Bio-Rad,Nature.com,"Yan Zhang, Márton Rózsa, Yajie Liang, Daniel Bushey, Ziqiang Wei, Jihong Zheng, Daniel Reep, Gerard Joey Broussard, Arthur Tsang, Getahun Tsegaye, Sujatha Narayan, Christopher J. Obara, Jing-Xuan Lim, Ronak Patel, Rongwei Zhang, Misha B. Ahrens, Glenn C. Turner, Samuel S.-H. Wang, Wyatt L. Korff, Eric R. Schreiter, Karel Svoboda, Jeremy P. Hasseman, Ilya Kolb, Loren L. Looger",Fast and sensitive GCaMP calcium indicators for imaging neural populations,https://www.nature.com/articles/s41586-023-05828-9,2023-03-15T00:00:00Z
270,Bio-Rad,Nature.com,"Xuefeng Jiang, Min Li, Yule Wang, Chao Wang, Yingchao Wang, Tianruo Shen, Lili Shen, Xiaogang Liu, Yi Wang, Xin Li","1,2,4,5-Tetrazine-tethered probes for fluorogenically imaging superoxide in live cells with ultrahigh specificity",https://www.nature.com/articles/s41467-023-37121-8,2023-03-14T00:00:00Z
